"","ACHY","AMID","ARPU9","ARTR2","ARTR2.D","ATCA2","ATCA2.D","Bare.Soil","BOGR2","BOGR2.D","BRTE","CHLE4","CHVI8","CHVI8.D","ECCOC","ELEL5","EPVI","ERCI6","GRFA","GUSA2","GUSA2.D","HECO26","HECO26.D","JUOS","KRLA2","LEMO2","OPPO","OPPO.D","PEPU7","PHAU3","PIED","PIED.D","PLPA2","SALSO","SPCR","SPCR.D","CLLU2","LAOC3","SALSO.D","SPCO","HIJA"
"B4_91",0.04,0,0,0,0.04,0.00666666666666667,0,0.293333333333333,0.24,0.0333333333333333,0,0,0,0,0,0.00666666666666667,0,0,0,0.02,0.00666666666666667,0.206666666666667,0,0.02,0,0,0.0266666666666667,0.00666666666666667,0,0,0.126666666666667,0,0,0,0.166666666666667,0,0,0,0,0,0
"IL1_11",0,0,0,0.22,0.0466666666666667,0,0,0.446666666666667,0.653333333333333,0.0333333333333333,0,0,0,0,0,0,0,0.0133333333333333,0,0,0,0.0733333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.0933333333333333,0,0,0,0,0,0.0133333333333333
"IL1_101",0,0,0,0,0,0.0333333333333333,0,0.16,0.813333333333333,0.0733333333333333,0.0266666666666667,0,0,0,0,0,0,0,0,0,0,0.0133333333333333,0,0,0.0266666666666667,0,0.0666666666666667,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0
"IL1_31",0,0,0,0,0.00666666666666667,0.0533333333333333,0,0.2,0.166666666666667,0.02,0.0266666666666667,0,0,0,0,0,0,0.06,0,0,0,0.00666666666666667,0,0,0,0,0.0666666666666667,0,0,0,0,0,0,0,0.793333333333333,0.0533333333333333,0,0.02,0,0,0
"IL1_41",0.00666666666666667,0,0,0.0866666666666667,0.04,0,0,0.393333333333333,0.446666666666667,0.00666666666666667,0,0,0.16,0,0.00666666666666667,0.00666666666666667,0.0133333333333333,0,0,0.0466666666666667,0,0.22,0,0,0,0,0.06,0,0,0,0,0,0,0,0.186666666666667,0,0,0,0,0,0
"IL1_51",0.04,0,0,0,0.0466666666666667,0.0333333333333333,0,0.433333333333333,0.206666666666667,0.0133333333333333,0.00666666666666667,0.0133333333333333,0,0,0,0,0.0133333333333333,0,0,0.02,0.0333333333333333,0.48,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0.00666666666666667,0.16,0,0,0,0,0.0133333333333333,0
"IL1_81",0,0,0,0.0133333333333333,0.0266666666666667,0.00666666666666667,0,0.213333333333333,0.7,0.00666666666666667,0.00666666666666667,0,0,0,0,0.00666666666666667,0,0.00666666666666667,0,0,0,0,0,0,0,0,0.0133333333333333,0,0,0,0,0,0,0,0.233333333333333,0.0133333333333333,0.00666666666666667,0,0.00666666666666667,0,0
"IL1_91",0,0,0.02,0.02,0.00666666666666667,0,0,0.0866666666666667,0.106666666666667,0.0333333333333333,0,0,0,0,0,0,0,0,0,0,0,0.00666666666666667,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0
"IL2_11",0.0266666666666667,0,0,0.0266666666666667,0.04,0.0266666666666667,0,0.22,0.273333333333333,0.0266666666666667,0,0,0.02,0,0,0,0,0,0,0.0466666666666667,0.04,0.346666666666667,0,0,0,0,0,0,0.0266666666666667,0,0,0,0,0,0.14,0,0,0,0,0,0
"IL2_101",0,0,0,0.04,0.0733333333333333,0.0266666666666667,0,0.253333333333333,0.48,0.04,0,0,0.0666666666666667,0,0.00666666666666667,0,0,0,0,0.0333333333333333,0.02,0.38,0,0,0.00666666666666667,0,0,0,0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0
"IL2_21",0,0,0,0,0.00666666666666667,0.02,0,0.426666666666667,0.48,0.02,0.02,0,0,0,0,0.00666666666666667,0,0.00666666666666667,0,0,0,0.00666666666666667,0,0,0.0133333333333333,0,0.0133333333333333,0.0133333333333333,0,0,0,0,0,0,0.413333333333333,0.00666666666666667,0,0,0,0,0
"IL2_31",0.00666666666666667,0,0.00666666666666667,0.0133333333333333,0.06,0.02,0,0.253333333333333,0.853333333333333,0.06,0,0,0,0,0,0,0,0,0,0.02,0,0.126666666666667,0,0,0,0,0.00666666666666667,0,0,0,0,0,0.00666666666666667,0,0.313333333333333,0.0133333333333333,0,0,0,0,0
"IL2_41",0,0,0.00666666666666667,0,0.0266666666666667,0,0,0.386666666666667,0.0666666666666667,0.0133333333333333,0.02,0,0,0,0,0.00666666666666667,0,0.00666666666666667,0,0,0,0.273333333333333,0,0,0,0,0.04,0,0,0,0,0,0,0,0.546666666666667,0,0,0,0,0.02,0
"IL2_51",0,0.00666666666666667,0,0,0,0,0,0.273333333333333,0.16,0.0133333333333333,0,0,0,0,0,0,0,0.02,0.00666666666666667,0,0,0.0266666666666667,0,0,0.02,0,0.0933333333333333,0,0,0,0,0,0.02,0.00666666666666667,0.88,0,0,0.0133333333333333,0,0,0
"IL2_71",0.02,0,0,0.126666666666667,0.1,0.00666666666666667,0,0.42,0.426666666666667,0.02,0.00666666666666667,0,0.00666666666666667,0,0,0,0.02,0,0,0.06,0,0.28,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0
"IL2_81",0,0,0.00666666666666667,0.06,0.0266666666666667,0.04,0,0.286666666666667,0.126666666666667,0.00666666666666667,0.0133333333333333,0,0,0,0.00666666666666667,0,0,0.0466666666666667,0,0.0533333333333333,0.0133333333333333,0.0466666666666667,0,0,0,0,0.02,0,0,0,0,0,0,0,0.586666666666667,0,0,0.0133333333333333,0,0,0
"IL2_91",0.0133333333333333,0,0.00666666666666667,0,0.0533333333333333,0.06,0,0.326666666666667,0.333333333333333,0.00666666666666667,0,0,0,0,0,0,0.0133333333333333,0,0,0.02,0,0.186666666666667,0,0,0,0,0.0333333333333333,0.0133333333333333,0,0,0.04,0,0.00666666666666667,0,0.346666666666667,0.00666666666666667,0,0,0,0,0
"IL3_11",0,0,0,0,0.04,0.02,0,0.333333333333333,0.366666666666667,0.00666666666666667,0,0,0,0,0,0,0,0,0,0.0866666666666667,0.00666666666666667,0.186666666666667,0,0,0.00666666666666667,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0
"IL3_101",0.02,0,0,0.106666666666667,0.0533333333333333,0.0266666666666667,0,0.393333333333333,0.46,0.0133333333333333,0,0,0.04,0,0,0,0.00666666666666667,0,0,0,0,0.06,0.00666666666666667,0,0.00666666666666667,0,0.0866666666666667,0,0,0,0,0,0,0,0.286666666666667,0.0133333333333333,0.00666666666666667,0,0,0.02,0
"IL3_21",0,0,0,0.0733333333333333,0.0333333333333333,0.0733333333333333,0.00666666666666667,0.326666666666667,0.573333333333333,0.04,0,0,0,0,0,0,0,0.0133333333333333,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.206666666666667,0.00666666666666667,0,0,0,0,0
"IL3_31",0,0,0,0,0.0866666666666667,0.00666666666666667,0,0.16,0.42,0,0,0,0.00666666666666667,0,0,0,0.02,0,0,0.00666666666666667,0.02,0.74,0.0333333333333333,0,0,0,0.00666666666666667,0,0,0,0,0,0,0,0.00666666666666667,0,0,0,0,0,0
"IL3_41",0,0,0,0.153333333333333,0.04,0.00666666666666667,0,0.386666666666667,0.493333333333333,0.04,0.00666666666666667,0,0.0466666666666667,0,0,0.00666666666666667,0,0,0.00666666666666667,0,0,0.206666666666667,0.00666666666666667,0,0,0,0.00666666666666667,0,0,0,0,0,0,0,0.12,0.00666666666666667,0,0,0,0,0
"IL3_61",0,0,0,0.0933333333333333,0.04,0,0,0.466666666666667,0.5,0.0133333333333333,0,0,0,0,0,0,0,0.0133333333333333,0,0,0,0.0466666666666667,0,0,0.0133333333333333,0,0.00666666666666667,0,0,0,0,0,0,0,0.253333333333333,0,0,0,0,0,0
"IL3_71",0,0.00666666666666667,0,0.0266666666666667,0.0333333333333333,0.0333333333333333,0,0.293333333333333,0.673333333333333,0,0.06,0,0.00666666666666667,0,0,0,0,0,0.00666666666666667,0.0333333333333333,0.00666666666666667,0.286666666666667,0,0,0.00666666666666667,0,0.00666666666666667,0,0,0,0,0,0,0,0.153333333333333,0,0,0.00666666666666667,0,0,0
"IL3_91",0.00666666666666667,0,0.00666666666666667,0.146666666666667,0.0866666666666667,0,0,0.38,0.353333333333333,0.0533333333333333,0.00666666666666667,0,0,0.00666666666666667,0,0,0.00666666666666667,0,0,0.04,0.02,0.466666666666667,0,0,0,0,0.02,0,0,0,0,0,0,0,0.06,0.00666666666666667,0,0,0,0,0
"IL4_101",0.0266666666666667,0,0,0.113333333333333,0.0266666666666667,0.0333333333333333,0.00666666666666667,0.286666666666667,0.486666666666667,0.0133333333333333,0,0,0.02,0,0,0,0,0,0,0,0,0.233333333333333,0,0,0,0,0.0333333333333333,0,0,0,0,0,0,0,0.213333333333333,0,0,0.00666666666666667,0,0,0
"IL4_21",0.00666666666666667,0,0,0.00666666666666667,0.0466666666666667,0.0866666666666667,0.0133333333333333,0.273333333333333,0.293333333333333,0.0333333333333333,0.02,0,0,0,0,0,0,0,0,0.00666666666666667,0.0133333333333333,0.08,0,0,0,0,0.00666666666666667,0,0,0,0.06,0,0,0,0.566666666666667,0.0133333333333333,0,0.00666666666666667,0,0,0
"IL4_31",0,0,0,0,0.02,0.0133333333333333,0,0.3,0.466666666666667,0.02,0,0,0,0,0,0,0,0,0,0.02,0,0.56,0,0,0.00666666666666667,0,0.0333333333333333,0,0,0,0,0,0,0,0.0733333333333333,0,0,0,0,0,0
"IL4_41",0,0,0,0,0.0333333333333333,0.0133333333333333,0,0.233333333333333,0.366666666666667,0.06,0,0,0,0,0.0133333333333333,0,0.00666666666666667,0,0,0.0466666666666667,0.0333333333333333,0.186666666666667,0,0,0,0,0.00666666666666667,0.00666666666666667,0,0,0.0666666666666667,0,0,0,0.0466666666666667,0,0,0,0,0,0
"IL4_51",0.0133333333333333,0,0,0.00666666666666667,0.0266666666666667,0.0266666666666667,0,0.226666666666667,0.486666666666667,0.0333333333333333,0,0,0.02,0,0,0,0,0,0,0.04,0.00666666666666667,0.486666666666667,0,0,0,0,0.00666666666666667,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0
"IL4_71",0.0333333333333333,0,0,0,0.113333333333333,0.0466666666666667,0,0.393333333333333,0.553333333333333,0.0266666666666667,0,0,0.00666666666666667,0.00666666666666667,0,0,0,0,0,0.0333333333333333,0.0133333333333333,0.286666666666667,0.0133333333333333,0,0,0.00666666666666667,0,0,0,0,0,0,0,0,0.0466666666666667,0,0,0,0,0,0.14
"IL4_81",0,0,0,0.0133333333333333,0.00666666666666667,0,0,0.22,0.04,0,0,0,0,0,0,0,0,0,0,0.0133333333333333,0,0,0,0.173333333333333,0,0.00666666666666667,0,0,0.00666666666666667,0,0.226666666666667,0,0,0,0,0,0,0,0,0,0
"IL4_91",0.02,0,0,0.00666666666666667,0.0533333333333333,0.0266666666666667,0,0.146666666666667,0.373333333333333,0.0133333333333333,0,0,0,0,0,0,0,0,0,0.02,0,0.72,0,0,0,0.00666666666666667,0.00666666666666667,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0
"M1_11",0,0.0333333333333333,0,0,0.0133333333333333,0.14,0,0.313333333333333,0.0133333333333333,0,0.0466666666666667,0,0,0,0,0,0,0.0133333333333333,0.0133333333333333,0,0,0,0,0,0.0333333333333333,0,0,0,0,0,0,0,0.0266666666666667,0,0.433333333333333,0.0866666666666667,0,0.126666666666667,0,0,0
"M1_101",0,0.0133333333333333,0,0,0,0,0,0.18,0,0,0.0266666666666667,0.00666666666666667,0,0,0,0.00666666666666667,0,0.0466666666666667,0.0133333333333333,0,0,0,0,0,0,0,0.0933333333333333,0,0,0,0,0,0.02,0,0.88,0,0,0.0866666666666667,0,0,0
"M1_21",0.02,0.0133333333333333,0,0.0466666666666667,0.0733333333333333,0,0,0.28,0.04,0.0133333333333333,0,0,0.0133333333333333,0,0,0,0,0.0266666666666667,0.0133333333333333,0,0,0.12,0,0,0.0733333333333333,0,0.00666666666666667,0,0,0,0,0,0.0133333333333333,0,0.393333333333333,0.08,0,0.186666666666667,0,0,0
"M1_41",0,0.0933333333333333,0,0.00666666666666667,0.0266666666666667,0,0,0.28,0.0733333333333333,0.04,0.00666666666666667,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.0133333333333333,0,0.04,0,0,0,0,0,0.02,0,0.346666666666667,0.153333333333333,0.0133333333333333,0.213333333333333,0,0,0
"M1_51",0.02,0.00666666666666667,0,0.02,0.106666666666667,0.0333333333333333,0,0.286666666666667,0.446666666666667,0.0333333333333333,0.0133333333333333,0.00666666666666667,0,0,0,0,0,0,0.0133333333333333,0,0,0.0866666666666667,0,0,0,0,0.0133333333333333,0,0,0,0,0,0,0,0.526666666666667,0,0,0,0,0,0
"M1_61",0,0.04,0,0,0,0.166666666666667,0.0133333333333333,0.413333333333333,0.3,0.0133333333333333,0.0333333333333333,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.00666666666666667,0,0.0666666666666667,0,0,0,0,0,0.0133333333333333,0,0.36,0.06,0,0.0733333333333333,0,0,0
"M1_71",0,0.02,0,0,0,0.246666666666667,0,0.206666666666667,0,0,0.373333333333333,0,0,0,0,0,0,0.0466666666666667,0.00666666666666667,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.02,0.00666666666666667,0.506666666666667,0,0,0.0666666666666667,0,0,0
"M1_81",0,0,0,0,0,0.08,0.0266666666666667,0.453333333333333,0,0,0.00666666666666667,0,0,0,0,0,0,0.0133333333333333,0,0,0,0,0,0,0,0,0.0466666666666667,0,0,0,0,0,0,0.16,0.58,0.0133333333333333,0,0,0.00666666666666667,0,0
"M2_11",0.04,0,0.00666666666666667,0.02,0.106666666666667,0.0133333333333333,0,0.34,0.713333333333333,0.0266666666666667,0.00666666666666667,0,0.0333333333333333,0,0,0,0,0,0,0.0266666666666667,0,0.173333333333333,0.0133333333333333,0,0,0,0.00666666666666667,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0
"M2_101",0,0.08,0,0.00666666666666667,0,0.126666666666667,0,0.433333333333333,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333333333333333,0.0266666666666667,0.473333333333333,0,0,0.0333333333333333,0,0,0
"M2_31",0.00666666666666667,0,0,0,0.133333333333333,0.0266666666666667,0.0133333333333333,0.193333333333333,0.74,0.04,0,0,0,0,0,0,0,0,0,0.0333333333333333,0.00666666666666667,0.38,0.00666666666666667,0,0,0,0.04,0,0,0,0,0,0,0,0.153333333333333,0,0,0,0,0,0
"M2_51",0,0.0533333333333333,0,0,0,0.0733333333333333,0,0.346666666666667,0.52,0.04,0.00666666666666667,0,0,0,0,0,0,0,0.0266666666666667,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.206666666666667,0.0133333333333333,0.0333333333333333,0.02,0,0,0
"M2_61",0,0.00666666666666667,0,0,0,0.213333333333333,0.0333333333333333,0.453333333333333,0,0,0.0133333333333333,0,0,0,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0,0.00666666666666667,0,0,0,0,0,0.00666666666666667,0.02,0.5,0,0,0,0,0,0
"M2_71",0,0,0,0,0,0.0933333333333333,0,0.366666666666667,0.0333333333333333,0,0.1,0,0,0,0,0,0,0.0733333333333333,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0.2,0.52,0,0,0.00666666666666667,0.0133333333333333,0,0
"M2_81",0,0.16,0,0,0,0.06,0,0.326666666666667,0.193333333333333,0.02,0.0133333333333333,0,0,0,0,0.00666666666666667,0,0,0.0133333333333333,0,0,0,0,0,0.02,0,0.02,0,0,0,0,0,0.06,0,0.68,0.00666666666666667,0,0.0733333333333333,0,0,0
"M2_91",0,0.0333333333333333,0,0,0.0333333333333333,0.0666666666666667,0,0.26,0.146666666666667,0.02,0,0,0,0,0,0,0,0.0133333333333333,0.0333333333333333,0,0,0,0.00666666666666667,0,0.00666666666666667,0,0.0466666666666667,0,0,0,0,0,0.0466666666666667,0,0.346666666666667,0.08,0,0.126666666666667,0,0,0
"M3_11",0,0,0,0,0,0,0,0.353333333333333,0.673333333333333,0.0533333333333333,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.08,0,0,0,0,0,0,0,0.366666666666667,0.0133333333333333,0,0.02,0,0,0
"M3_21",0.0333333333333333,0,0,0.0266666666666667,0.173333333333333,0.02,0,0.36,0.626666666666667,0.0133333333333333,0,0,0.02,0,0,0.00666666666666667,0,0,0,0.0666666666666667,0,0.233333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0.00666666666666667,0,0,0
"M3_31",0.14,0,0,0.0133333333333333,0.00666666666666667,0.04,0.0266666666666667,0.306666666666667,0.566666666666667,0.0133333333333333,0,0,0.12,0,0,0,0,0,0,0.00666666666666667,0.00666666666666667,0.42,0,0,0,0,0.00666666666666667,0,0,0,0,0,0,0,0.1,0,0,0.00666666666666667,0,0.02,0
"M3_51",0,0,0,0,0.12,0.0133333333333333,0.0133333333333333,0.166666666666667,0.853333333333333,0.02,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0.113333333333333,0,0,0,0,0.00666666666666667,0.00666666666666667,0,0,0,0,0.00666666666666667,0,0.353333333333333,0,0,0,0,0,0
"M3_71",0,0.06,0,0.0133333333333333,0.00666666666666667,0,0,0.293333333333333,0.106666666666667,0.04,0.08,0,0,0,0,0,0,0,0.00666666666666667,0,0,0,0,0,0.0133333333333333,0,0.00666666666666667,0.00666666666666667,0,0,0,0,0.0333333333333333,0,0.253333333333333,0.113333333333333,0.0133333333333333,0.0933333333333333,0.0266666666666667,0.00666666666666667,0
"M3_81",0.0466666666666667,0,0,0,0.173333333333333,0.06,0,0.34,0.54,0.0266666666666667,0.0133333333333333,0,0,0,0,0,0,0,0,0.0133333333333333,0.0133333333333333,0.326666666666667,0.00666666666666667,0,0,0,0.0333333333333333,0,0,0,0,0,0.0133333333333333,0,0.14,0.00666666666666667,0,0,0,0,0
"M4_21",0.0933333333333333,0,0,0.0333333333333333,0,0.0466666666666667,0.00666666666666667,0.22,0.466666666666667,0.00666666666666667,0,0,0.14,0.02,0,0,0.00666666666666667,0,0,0.0266666666666667,0,0.273333333333333,0,0,0.02,0,0,0,0,0,0,0,0,0,0.273333333333333,0,0,0.00666666666666667,0,0,0
"M4_31",0.0533333333333333,0,0,0,0.0866666666666667,0.00666666666666667,0,0.166666666666667,0.846666666666667,0.04,0,0,0.0266666666666667,0.00666666666666667,0.00666666666666667,0,0.00666666666666667,0,0,0.0266666666666667,0,0.4,0.00666666666666667,0,0,0,0.0133333333333333,0,0,0,0,0,0,0,0.0933333333333333,0.00666666666666667,0,0,0,0,0
"M4_41",0,0.02,0,0,0.00666666666666667,0,0,0.42,0.766666666666667,0.02,0,0,0,0,0,0,0,0,0,0,0,0.106666666666667,0.00666666666666667,0,0.02,0,0.08,0.00666666666666667,0,0,0,0,0.0133333333333333,0,0.14,0.00666666666666667,0.0133333333333333,0,0,0,0
"M4_51",0,0.0866666666666667,0,0,0,0,0,0.253333333333333,0.233333333333333,0.0466666666666667,0,0,0,0,0,0,0,0,0,0,0.00666666666666667,0.00666666666666667,0,0,0,0,0.0666666666666667,0,0,0,0,0,0.00666666666666667,0,0.353333333333333,0.113333333333333,0.02,0.16,0,0,0
"M4_61",0.04,0,0,0.0133333333333333,0.126666666666667,0.04,0,0.3,0.44,0.0333333333333333,0,0,0.0466666666666667,0,0,0.00666666666666667,0,0,0,0.0266666666666667,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0.213333333333333,0,0,0,0,0,0
"M4_71",0.0533333333333333,0,0.00666666666666667,0,0.06,0.0133333333333333,0,0.266666666666667,0.413333333333333,0.0133333333333333,0,0,0.326666666666667,0.00666666666666667,0,0,0,0,0,0.00666666666666667,0.00666666666666667,0.186666666666667,0,0,0,0.00666666666666667,0.00666666666666667,0,0.00666666666666667,0,0,0,0,0,0.0266666666666667,0,0,0,0,0,0
"M4_91",0,0,0.00666666666666667,0.233333333333333,0.0266666666666667,0.06,0,0.72,0.566666666666667,0.02,0,0,0,0,0,0.0133333333333333,0,0,0,0.0466666666666667,0,0.00666666666666667,0,0,0,0,0.113333333333333,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0
